,id,field_identifier,name,field_alternate_name,field_name_arabic,field_alternate_name_arabic,field_cat_date_begin,field_cat_date_end,field_biography,field_affiliated_country,field_occupation,field_affiliated_language,field_facebook_id,field_facebook_title,field_twitter_id,field_twitter_title,field_instagram_id,field_instagram_title,field_youtube_channel_id,field_youtube_channel_id_title
414,414,000a420,Myriam Ben,Marylise Ben Haïm,مريم بن حاييم,ماريليز بن حاييم|مريم بان ,,,"Myriam Ben was an Algerian activist, writer, and painter. Born Marylise Ben Haïm in Algiers, she was raised during the period of the Vichy French regime, and experienced sociopolitical discrimination on the basis of her family’s Jewish identity. As such, she became invested in political activism from a young age, heading the Young Communists and Women’s Union of Algeria during her teenage years. During the Algerian War of Independence, she joined the communist Combattants de la Libération guerrilla group and helped transport weapons to fight the French; following the end of the war in 1962, Ben served as a member of the independent Algerian government. Ben also led a successful creative career, and published a number of novels and short story collections, though she was most famous for her abstract paintings. When civil war broke out in Algeria in 1991, she moved to France; she continued to write and paint until her death there in 2001. ",Algeria,Novelist|Poet,French,,,,,,,,
415,415,000a900,Latifa Ben Mansour ,,لطيفة بن منصور‎,,,,"Latifa Ben Mansour is an Algerian novelist, playwright, short story writer and linguist. She earned her PhD in linguistic from École Normale Supérieure d'Alger. She then began her teaching career at University of Paris III and went on to teach at Conservatoire National des Arts et Métiers. In 1996, Mansour recieved the Prix méditerranéen de la nouvelle for her short story Le Cocu Cadi, and recieved the Prix Beur FM Méditerranée for her novel La Prière de la peur (1997).<b>Awards</b><br>Prix Beur FM Méditerranée, 1966",Algeria,Novelist|Playwright|Short Story Writer|Linguist,French,,,,,,,,
416,416,000a422,Nouria Benghabrit-Remaoun,,نورية بن غبريط رمعون,,,,"Nouria Benghabrit-Remaoun is a non-fiction writer, politician and sociologist. She has published numerous academic papers. She currently works as the Minister of Education of Algeria.",Algeria,Non-Fiction Writer,French|Darija,,,https://twitter.com/NBenghabrit,twitter,https://instagram.com/nbenghabrit,instagram,,
417,417,000a423,Khadija Benguenna ,,خديجة بن قنة‎,,,,"Khadija Benguenna is a journalist, and writer born in M’sila in Algeria.Benguenna is one of the founding members of Al Jazeera channel and has had her articles featured on numerous media outlets. She completed her studies in Journalism from the University of Algiers and the Paris institute of Journalism.She has been ranked by Forbes CNN and Arabian Business as one of the most influential personalities. Benguena has interviewed many powerful governors such as Egypt’s previous président Mahmoud Mursi along with many other previous presidents and other politicians in various locations.  
<b>Awards</b><br>le Prix des Femmes des Médias Arabes, 2008",Algeria,Journalist,French,,,,,,,,
418,418,000a424,Berthe Bénichou-Aboulker ,Berthe-Sultana Bénichou-Aboulker,بيرث بينشو أبو بكر,,,,"Berthe Bénichou Aboulker was a Jewish-Algerian playwright and poet. Her play, La Kahéna, reine barbare established her as the first female writer published in Algeria.",Algeria,Poet|Playwright,French,,,,,,,,
419,419,000a425,Maïssa Bey,Samia Benameur,ميساء باي,,,,"Maïssa Bey is an award-winning short story writer, novelist and educator from Algeria. Her novels Entendez-vous dans les montagnes (2002) and Surtout ne te retourne pas (2005) were both translated into English from French. She is ther founder of Chèvre-feuille étoilée, a publishing house dedicated to women's writing. Bey recieved the Grand Prix des libraires algériens for her life's work in 2005. She works as a French teacher in Algeria.<b>Awards</b><br>Grand Prix de la nouvelle of the Société des gens de lettres, 1998; Prix Marguerite Audoux, 2001; Grand Prix des libraires algériens, 2005",Algeria,Novelist|Autobiographer|Short Story Writer,French,,,,,,,,
420,420,000a426,Marie Cardinal,Simone Odette Marie-Thérèse Cardinal,ماري كاردينال,,,,"Marie Cardinal is a bestselling French-Algerian novelist and actress. Her novels La Clé Sur La Porte (The Key of the Door) and  Les Mots Pour Le Dire (The Words to Say It), published in 1972 and 1975 respectively, were bestsellers. Les Mots pour le dire was published in the United States in 1983 by Van Vactor & Goodheart.",Algeria,Novelist,French,,,,,,,,
421,421,000a427,Corinne Chevallier,,كورين شيفالي,كورين شوفالييه,,,"Corrine Chevallier is a Algerian novelist, historian and scholar born in Algeria and descendant of Pied-noir. Her novel pordiguesse fortune is highly reviewed on various media outlets such as Le Soir Algerian, Casbah Editions and more. Chevallier was the daughter of Jacques Chevallier a government key politician for Algeria. ",Algeria,Novelist|Historian,French,,,,,,,,
422,422,000a428,Lynda Chouiten ,,ليندة شويتن,,,,"Lynda Chouiten is a writer, translator and educator from Algeria. She holds a PhD in French Studies from The Moore Institute for Research in the Humanities and Social Sciences National University of Ireland, Galway. Her novel, Une Valse, recieved the 2019 Assia Djebar Great Prize.<b>Awards</b><br>Assia Djebar Great Prize, 2019",Algeria,Novelist|Translator,French,,,https://twitter.com/LlyndaCh,twitter,,instagram,,
423,423,000a429,Hélène Cixous ,,هيلين سيكسوس,هيلين سيكسو,,,"Hélène Cixous is a poet, playwright, literary critic and Philosopher born to Jewish parents in Oran Algeria.Cixous was established as one of the early thinkers in post-structural feminism and continues to be considered a preeminent intellectual in regards to deconstruction.Cixous coined the term écriture feminine bringing massive recognition to a genre literary format. Additionally Cixous found the first centre of feminist studies centre in Europe at the Centre Universitaire de Viceness and contributed to establish the Université de Paris VIII. Cixous holds numerous honorary degrees and has attended various institutions globally.<b>Awards</b><br>Prix Medicis, 1969",Algeria|France,Novelist|Poet|Playwright|Critic,French|English,,,,,,,,
424,424,000a430,Djamila Debèche,,جميلة دبيش,,,,"Djamila Debeche was a journalist, novelist and essayist born in Setif Algeria raised by her grandparents as she was orphaned at the age of two.Debeche was one of the first female French writers. She completed her studies in Algeria and began to host programs on Radio Algiers.Additionally Debeche created a magazine called L’action.<b>Awards</b><br>Prix Roberge from the Académie Française, 1957",Algeria|France,Novelist|Essayist|Journalist,French,,,,,,,,
425,425,000a431,Rabia Djelti ,,ربيعة جلطي,,,,"Rabia Djelti is an Algerian poet and novelist writing in Arabic, although she is fluent in both Arabic and French. Djelti was the recipient of the prize for Arabic literature in Abu-Dhabi for her life's work. She is a professor of literature at the University of Algiers.<b>Awards</b><br>Prize for Arabic Literature, 2002",Algeria,Poet|Novelist,Arabic,,,,,,,,
426,426,000a432,Fadhila El Farouk,Fadhila Melkemi,فضيلة الفاروق,,,,"Fadhila El Farouk is an Algerian journalist and novelist writing in Arabic. She has written for Al Kifah Al Arabi and An-Nasr newspaper. She is the author of numerous books, some of which have been translated into Spanish and French. ",Algeria,Journalist|Novelist,Arabic,,,https://twitter.com/fadhilae,twitter,,instagram,,
427,427,000a433,Fatima Gallaire,,فاطمة غالير,فاطمة جالير,,,"Fatima Gallaire was a French Algerian playwright, translator and novelist. She studied French literature at the Univeristy of Algiers and film at Paris 8 University. She is the author of several plays, some of which have been translated into English, Italian, German, Spanish and Uzbek. <b>Awards</b><br>
SACD New Talent Award, 1987; Arletty Prize for the Universality of the French Language, 1990;  AMIC Award from the Académie française, 1994",Algeria|France,Playwright|Translator|Novelist,French,,,,,,,,
428,428,000a434,Salima Ghezali ,,سليمة غزالي,,,,"Salima Ghezali is an acclaimed journalist and political activist from Algeria. She is the founder and editor of the women's magazine NYSSA, and the editor of French-language weekly newspaper La Nation. <b>Awards</b><br>Sakharov Prize, 1997; Olof Palme Prize, 1997",Algeria,Journalist,French|Arabic,,,,,,,,
429,429,000a435,Anna Gréki,Colette Anna Grégoire,آنا غريكا,كوليت آنا جرجوري,,,"Anna Gréki was an French Algerian poet and poltical activist. She is the author of one book of poetry, and her poems have been published posthumously in various publications. She died at age 34 during childbirth.",Algeria,Poet,French,,,,,,,,
430,430,000a436,Mimi Hafida,,ميمي حفيظة,,,,"Mimi Hafida is a poet, journalist and artist born in Batna Algeria.She has been a broadcaster for Radio Aures, much of her artwork is in traditional mediums she is most known for a sculpture of a woman made of safety pins. 
<b>Awards</b><br>Prix Mohammed Dib in Arabic, 2010",Algeria,Poet|Journalist,Arabic|French,,,,,,,,
431,431,000a437,Djanet Lachmet,,جانيت لشمت,,,,Djanet Lachmet is an Algerian novelist and actress. She studied drama for four years before moving to Canada and Paris to pursue her career as an actress. Her work has been translated from French into English.,Algeria,Novelist,Arabic|French,,,,,,,,
432,432,000a438,Aïcha Lemsine,,عائشة لمسين,,,,"Lemsine is the pen name for Aicha Laila, a political activist, essayist and novelist born in Tebessa Algeria. Laila contributed to PEN club’s international Women’s committee and was Vice président for the Women’s World Organization for Rights, Literature and Development. Her works have been translated in different languages. Lesmine has written for the Washington Report and is living now in Washington. 
",Algeria,Novelist,French,,,,,,,,
433,433,000a439,Leïla Marouane,Leyla Z. Mechentel,ليلى مروان,ليلى ز. ميشينتل,,,"Leïla Marouane is an award-winning French Algerian novelist, short story writer and journalist. She founded La Boutique in 1996, which sought to promote French-language literature. She is the recipient of several awards, including the Jean-Claude Izzo Prize in 2006
and the Prix Gironde in 2001.<b>Awards</b><br>Jean-Claude Izzo Prize, 2006;Prix des écrivains de langue française, 2006;Prix Gironde, 2001;Prix de la Société des gens de lettres, 2001;Prix du roman français à New York, 2002;Liberaturpreis, 2004;Creator of Peace (Unesco), 2000;Narrativa Donna, 2004",Algeria,Novel|Short Story Writer|Journalist,French,,,,,,,,
434,434,000a440,Malika Mokeddem,,مليكة مقدم,,,,"Malika Mokeddem is a writer and scholar born in a small village in Kensad Algeria. Moke ddem primarily studied nephrology and took on her literary career later on in her life. She studied medicine in Oran and currently she lives in France and has had her novels translated and distributed in various locations.
<b>Awards</b><br>le Prix Littré, 1991; Prix Afrique-Méditerranée, 1992;  Prix Méditerranée-Perpignan, pour L'Interdite, 1994",Algeria|France,Novelist,French,,,,,,,,
435,435,000a441,Samira Negrouche,,سميرة نقروش,,,,"Samira Negrouche is a poet, translator and medical doctor. Her work has been translated into languages including English, Spanish, Italian and French. She has translated Arabic-language literature into English and French. Negrouche is the author of six poetry collections.",Algeria,Poet|Translator,French|English|Arabic,,,https://twitter.com/NegroucheSamira,twitter,,instagram,,
436,436,000a442,Wassyla Tamzali,,وسيلة تمزالي,,,,"Wassyla Tamzali is an artist, journalist,editor and writer born in Bejaia Algeria to parents of Turkish and Hispanic origins. Tamzali is considered one of the first women lawyers in Algeria and one of the first directors of the UNESCO’s women rights program in paris as well. She has worked as a reporter for the media outlet named france culture.In addition to making major contributions to organizations advocating for women Tamazali was a founding member for the collectif Maghreb Egalite. Most recently she founded a project in 2015 titled Les Ateliers Sauvages which is an artist residency program.
<b>Awards</b><br>Mediterranean Award for Culture, 2008",Algeria,Non-Fiction Writer,French|Spanish,,,,,,,,
